iter	MultiClass
1513	0.5829264205
1514	0.5827486523
1515	0.582724962
1516	0.5824839303
1517	0.5822732193
1518	0.5820762749
1519	0.5818042134
1520	0.5815319569
1521	0.5812809384
1522	0.5811834753
1523	0.5811087234
1524	0.5807416501
1525	0.580512906
1526	0.5803770087
1527	0.5800780987
1528	0.5798386717
1529	0.5797184506
1530	0.5796096898
1531	0.5795180315
1532	0.5794718601
1533	0.5792326415
1534	0.578998081
1535	0.578854686
1536	0.5786207707
1537	0.5785190058
1538	0.5784560062
1539	0.5783702319
1540	0.5782999395
1541	0.5781402581
1542	0.5779418891
1543	0.5779117658
1544	0.5777058843
1545	0.5774852066
1546	0.5773684752
1547	0.5771610984
1548	0.5770302565
1549	0.5768841607
1550	0.5767608179
1551	0.5765839254
1552	0.5763312929
1553	0.576127868
1554	0.5758356694
1555	0.5755284331
1556	0.5753483001
1557	0.5751610712
1558	0.575013853
1559	0.5747786605
1560	0.574586863
1561	0.5744793194
1562	0.5744092393
1563	0.5742501872
1564	0.5741207808
1565	0.5739016142
1566	0.573783931
1567	0.5735619388
1568	0.5734531645
1569	0.5733222938
1570	0.5731680018
1571	0.5730712121
1572	0.5729457258
1573	0.5728831453
1574	0.5727904284
1575	0.5727020838
1576	0.5726141977
1577	0.5725034782
1578	0.5723483024
1579	0.5722153282
1580	0.5719362353
1581	0.5717709095
1582	0.5716071985
1583	0.5715485435
1584	0.571418762
1585	0.5711455437
1586	0.5709894876
1587	0.5708899802
1588	0.5707756382
1589	0.570582955
1590	0.5703624882
1591	0.5701732795
1592	0.5700138151
1593	0.5698037473
1594	0.5696777413
1595	0.5694868646
1596	0.5691865929
1597	0.5689652184
1598	0.5687699542
1599	0.5686164829
